business,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
A37JfEzlKQygyzA-5p2dWw,ABC Store,"3663 Las Vegas Blvd S, Ste 145",Las Vegas,NV,36.110604,-115.169689,4,112,Beer;Food;,,,8:0-0:30,8:0-0:30,8:0-0:30,8:0-0:30,8:0-1:0,8:0-1:0,8:0-1:0
cnBo56U9Js_OwZ7gmSsUnw,Starbucks,Caesars Palace Forum Shops Mall,Las Vegas,NV,36.11905107,-115.1748187,2.5,16,Food;Bakeries;,Bakeries;,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,8:0-0:0,8:0-23:0
YcBwAXYRqitWrDuvPEaWew,Peking-Express Restaurant,3278 Las Vegas Blvd N,Las Vegas,NV,36.2170592,-115.0921264,3,19,,Restaurants;,,None,None,None,None,None,None,None
liGn7sPOvUuy3kcwbhRkbA,Zine Noodles Dim Sum,"The Palazzo, 3325 Las Vegas Blvd S",Las Vegas,NV,36.124755,-115.168501,3,241,,Restaurants;,Chinese;,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
EbP8eduNl-aEy2UVfs3zJA,Switch Steak,"Encore Las Vegas, 3121 Las Vegas Blvd S",Las Vegas,NV,36.128561,-115.1711298,3.5,145,,Steakhouses;,,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,18:30-23:30,18:30-23:30,17:30-22:30
Nmka2Jw1HrC2IfuEADOwZg,El Varaderito,342 S Decatur Blvd,Las Vegas,NV,36.16884887,-115.2081237,5,7,Sandwiches;Food;Pizza;Desserts;,,Latin American;Cuban;,None,None,None,None,None,None,None
y0x795PyDX8JL_oyIaTUiQ,Blueberry Hill Family Restaurant,1280 S Decatur Blvd,Las Vegas,NV,36.1564277,-115.2076923,3.5,414,,Diners;Breakfast & Brunch;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
c0LlClom1qONqByoagqPGw,Las Islitas,5105 E Sahara Ave,Las Vegas,NV,36.1442831,-115.0625726,4,16,Seafood;,,Mexican;,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
R_ZlcX46pPdjhjmfd043LA,Top of the World,2000 Las Vegas Blvd S,Las Vegas,NV,36.147408,-115.155726,4,1190,Seafood;,Restaurants;Diners;Bars;,American (Traditional);,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
N3zuaqGESF5iZsi_md9c1Q,Tasty BBQ Kitchen,4825 S Rainbow Blvd,Las Vegas,NV,36.1008769,-115.2445968,3.5,27,Barbeque;,Barbeque;,Chinese;,17:0-1:0,None,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0
zKqWjDZHo-lk7_E3hHkORg,Don't Tell Mama,"517 Fremont St, Ste A",Las Vegas,NV,36.1687357,-115.1400728,4,198,,Bars;,,None,20:0-3:0,20:0-3:0,20:0-3:0,20:0-3:0,20:0-3:0,20:0-3:0
wNI7ys7fe58Xn1TnM9mFyQ,Burger King,1125 E Charleston Blvd,Las Vegas,NV,36.15912127,-115.1379871,1.5,6,Fast Food;,Restaurants;Fast Food;,,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
5W37Wy6f4kptoHAU0KX7yg,The Coffee Bean & Tea Leaf,McCarran Airport,Las Vegas,NV,36.08090509,-115.1467653,3,27,Food;,,,None,None,None,None,None,None,None
O1aOpTSYbHmyV_712z5fsQ,Pollo Campero,4521 E Charleston Blvd,Las Vegas,NV,36.1588626,-115.0763301,3.5,13,Tacos;,Tacos;Restaurants;,Mexican;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
0p27EjcNwTI7Ey4K_MNPww,Fatburger,11011 W Charleston Blvd,Las Vegas,NV,36.1564004,-115.3335562,3,70,Burgers;,Restaurants;,American (Traditional);,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,8:0-3:0,8:0-3:0,8:0-2:0
uI2lQHqS1Pkh1-EzgeD-ww,Roma's Pizza,"605 E Twain Ave, Ste 1",Las Vegas,NV,36.1208545,-115.1502284,2.5,55,Chicken Wings;Pizza;,Restaurants;,,11:0-0:0,10:45-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-0:0
u1qH9px6g49-AeCXrMvJ8g,Walmart Neighborhood Market,490 E Silverado Ranch Blvd,Las Vegas,NV,36.0144588,-115.1527095,3,50,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
hs1SejlpCnNzVwpY2enGCg,Fortunes,325 E Flamingo Rd,Las Vegas,NV,36.11450154,-115.1944386,3.5,3,Food;,Restaurants;,Chinese;,None,None,None,None,None,None,None
hwJdv1tttvynXo2LZjJ6rg,A Cut Above Steakhouse,2 Kyle Canyon Rd,Las Vegas,NV,36.269479,-115.594566,2.5,28,,Restaurants;,American (Traditional);,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-22:0,7:0-22:0,7:0-20:0
Ursqm2fOJ12PosSC8plYqQ,Layers Bakery Cafe,6496 Medical Center St,Las Vegas,NV,36.070776,-115.291582,3.5,27,Bakeries;,Bakeries;,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,None,None
Ot2CsUQWX7bG55Rq_3v5Kg,Pho Village,"6820 Spring Mountain Rd, Ste C-111",Las Vegas,NV,36.1265659,-115.240864,3.5,12,,Restaurants;,,None,None,None,None,None,None,None
Qf6EnIzKqhXQg4YNkVAqHQ,Red Lobster,200 S Decatur Blvd,Las Vegas,NV,36.1716652,-115.2066306,3,208,Seafood;,,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
e53Fsnz4uf6seDeU7Q328g,El Camaron Jarocho,4005 E Desert Inn Rd,Las Vegas,NV,36.1292023,-115.0875118,5,7,Seafood;,Restaurants;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
lTgPmuvLgfmfVWrpfXmBDw,Sin City Brewing,3649 South Las Vegas Blvd,Las Vegas,NV,36.11357512,-115.1717199,4.5,15,,Breweries;Beer Bar;Bars;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
tjHhb6lrJdOryY5Ao4pHOg,Beach St. Pizza,1780 N Buffalo Dr,Las Vegas,NV,36.1915274,-115.2594518,3,58,Pizza;,Restaurants;,,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,10:30-21:30,10:30-21:30,12:0-20:0
blLNQHrgAKR2md7MMx2pzw,Global Cafe,"2185 E Windmill Ln, Ste 100",Las Vegas,NV,36.0415682,-115.1215253,4,33,,Restaurants;Diners;,,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
g3wJ3T0ksO4xgDS6KIDY1A,Little Bangkok Thai Restaurant,"3111 S Valley View Blvd, Ste M101",Las Vegas,NV,36.1316401,-115.1908263,3,15,Specialty Food;Food;,Restaurants;,Thai;,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
rwfZVEomWWGb-1wrvCpRuQ,Denny's,7341 W Lake Mead Blvd,Las Vegas,NV,36.19563119,-115.2524223,2.5,60,,Breakfast & Brunch;Restaurants;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
laSyDWzuKb1wo1XWFEUsWQ,Goodfellas Bar & Restaurant,2801 N Tenaya Way,Las Vegas,NV,36.211461,-115.249861,2.5,3,,Bars;Restaurants;,Italian;,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
JdXWoFcLDxE7OhC63r8zAQ,Samurai Sam's,"7550 W Lake Mead Blvd, Ste 8",Las Vegas,NV,36.19732108,-115.2593643,2.5,37,,Restaurants;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-17:0,11:0-17:0
EomaPrsFLVSe9TLRtpevwA,Dairy Queen,7501 W Lake Mead Blvd,Las Vegas,NV,36.19518,-115.2573615,3.5,30,Ice Cream & Frozen Yogurt;Food;Bakeries;,Restaurants;Bakeries;,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
9Y0dDkFEe_spzPqccq2hIw,Pizza Patron,2885 E Charleston Blvd,Las Vegas,NV,36.158231,-115.1095943,3.5,5,Pizza;,,,None,None,None,None,None,None,None
Mq1_dvcg5mbeplEmCEoUtQ,Sicilian Ristorante,3520 E Tropicana Ave,Las Vegas,NV,36.10033606,-115.0991612,4,180,Beer;,Cafes;Local Flavor;Restaurants;,Italian;,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,16:0-21:30,None
xlN47-6lff9X2veq4iC7_A,Sidewalk Cafe,"3800 Howard Hughes Pkwy, Ste 160",Las Vegas,NV,36.1190699,-115.1564608,3,29,Sandwiches;,Restaurants;Cafes;,,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,None,None
l1GJnB9TJgGgEeI4at1M0A,El Frescos Cocina Mexicana,"5030 Paradise Rd, Ste B",Las Vegas,NV,36.0985273,-115.1484459,5,192,Food;,Restaurants;,Mexican;,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0
0ydy2fdDg6kpGy1dbnHYsQ,Tequila Restaurante,360 E Tropicana Ave,Las Vegas,NV,36.1022497,-115.1568604,3.5,57,Desserts;Food;,Restaurants;Cocktail Bars;Bars;,Mexican;,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-16:0
4YxFjoS28WzggYyDxGkKBg,Firehouse Subs,"7865 W. Sahara Blvd., Ste 105",Las Vegas,NV,36.14330324,-115.2621609,3.5,13,Sandwiches;Fast Food;,Fast Food;Restaurants;,,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,10:30-21:0
mOaHJZYTsgB0G_TIKykFAA,Mario's Westside Market,1960 N Martin L King Blvd,Las Vegas,NV,36.1949407,-115.1603549,4,109,Soul Food;,Soul Food;Restaurants;,,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
xl5_NW2JBleYameeEIocFQ,Angelina's Pizzeria,9050 W Post Rd,Las Vegas,NV,36.075572,-115.290218,2.5,9,,Restaurants;,,None,None,None,None,None,None,None
TKZ-6ejNjM_PdKdM4n5bDw,PT's,347 N Nellis Blvd,Las Vegas,NV,36.1692726,-115.062847,2.5,35,,Restaurants;Bars;,American (New);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
CXxJkD62XtDrt3pRYNDspg,Johnny Rockets,"Paradise Road, 4480 Paradise Rd. Suite #800",Las Vegas,NV,36.108898,-115.151261,2.5,60,Burgers;Sandwiches;Fast Food;,Fast Food;,American (Traditional);,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
uke-ijDwYofkcv7-o_GqIA,Subway,"3370 S Hualapai Way, Ste 125",Las Vegas,NV,36.1284285,-115.3144745,2.5,20,Fast Food;Sandwiches;,Fast Food;,,None,None,None,None,None,None,None
PYUyY5E1MPn_8m9WZeMDHA,Sourdough Cafe,740 S Decatur Blvd,Las Vegas,NV,36.1634312,-115.2072287,3.5,85,,Restaurants;Diners;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
mRMljeCr44acwg7KgS1UUg,Bonanza Indoor Swapmeet,1720 E Charleston Blvd,Las Vegas,NV,36.15772905,-115.1264768,1.5,3,Food;,,,10:0-19:0,None,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
ayT30_GPYHqnrDhBe3IySQ,Life Cafe,10721 W Charleston Blvd,Las Vegas,NV,36.15815114,-115.3277725,3,7,,Restaurants;,,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-21:0,8:0-19:0,9:0-18:0
esBRj9uPRzwxaW4Lz1XGLA,Oyster Bar,3475 S Las Vegas Blvd,Las Vegas,NV,36.1193098,-115.1717702,4,585,Seafood;Live/Raw Food;,,Italian;,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-1:0,11:30-1:0,11:30-23:0
sc0tbi8CIgwSRGyi44Z_Jw,Bakery & Coffee,2221 North Rampart Blvd,Las Vegas,NV,36.20195813,-115.2832372,4,5,Food;Bakeries;,Bakeries;,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-14:0,None,7:0-19:0
tzWel0UC8ItdmPAY4zi6wA,Popeyes Louisiana Kitchen,1229 E Flamingo Rd,Las Vegas,NV,36.1141792,-115.1373503,1.5,19,Fast Food;Chicken Wings;,Restaurants;Fast Food;,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
qd6bzLnddkogYbVj7SfcBg,Super Burrito,1601 Las Vegas Blvd S,Las Vegas,NV,36.15185653,-115.1515953,4,45,,,Mexican;,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-21:0
r9pcdBvf2wc6sIZP8DVIIw,Redwood Bar and Grill,12 E Ogden Ave,Las Vegas,NV,36.173087,-115.144799,4,93,,Restaurants;,,17:0-22:0,17:0-22:0,None,None,17:0-23:0,17:0-23:0,17:0-22:0
YavRvjbLsvh4DYDJPAfJIA,Pho Saigon 8,9055 S Eastern Ave,Las Vegas,NV,36.0253639,-115.1189835,3.5,424,Noodles;,Restaurants;,Vietnamese;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
x4txqZRe2f8-sTzt0myCVg,The Coffee Bean & Tea Leaf,McCarran Airport,Las Vegas,NV,36.08620802,-115.1381869,3.5,67,Food;,,,None,None,None,None,None,None,None
EAwh1OmG6t6p3nRaZOW_AA,"Ellis Island Hotel, Casino & Brewery",4178 Koval Ln,Las Vegas,NV,36.1130255,-115.1634847,4,1946,Barbeque;Food;,Bars;Barbeque;Breweries;Restaurants;,American (Traditional);,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
E67gGK8yOn9kkNzx8FzQKA,Buffalo Wild Wings,"4280 Hualapi, #108",Las Vegas,NV,36.1120909,-115.3142768,3,276,Chicken Wings;,Bars;Restaurants;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
rdZ6xVABSoOVeAIiCaEj4w,Brian's Beach Sushi,"8665 W Flamingo Rd, Ste106",Las Vegas,NV,36.1139221,-115.2803993,3.5,69,,Restaurants;,,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,16:0-22:30
COq9tlt6lPGUiMbEpHmv_w,Hot Dog On A Stick,3200 Las Vegas Blvd S,Las Vegas,NV,36.1277253,-115.1744147,4,17,Hot Dogs;,Restaurants;,,None,None,None,None,None,None,None
2LNnIARy-lGmrlEMZSxZ1w,Great Buns Bakery,3270 E Tropicana Ave,Las Vegas,NV,36.100745,-115.103546,4.5,126,Food;Desserts;Sandwiches;,Restaurants;,,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None
J1RKcr6BAqOI-LDFbn0TvQ,Subway,5757 Wayne Newton Blvd,Las Vegas,NV,36.0838389,-115.148385,1.5,13,Sandwiches;,Restaurants;,,None,None,None,None,None,None,None
PB7Fc2yCSjrELsrBJWKCSA,Island Breeze,9400 S Eastern Ave,Las Vegas,NV,36.0182263,-115.1179256,4,19,,Food Stands;,Hawaiian;,None,None,None,None,None,None,None
jRoxJOCdXZeWyhHoHMlotQ,"Nevada Produce, Palms & Flowers",7777 W La Madre Way,Las Vegas,NV,36.25167465,-115.2631149,4.5,3,Food;Fruits & Veggies;,,,None,None,None,None,8:0-15:0,8:0-15:0,None
Edc4OQns2A4lqs1KT3HE-A,Papa John's Pizza,9255 S Eastern Ave,Las Vegas,NV,36.021453,-115.119188,2,55,,Restaurants;,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
JYtGcfc3iFvwj5Zi4oQg7Q,Long Life Vege Restaurant,"4130 S Sandhill Rd, Ste A4",Las Vegas,NV,36.1143211,-115.0918871,4,29,,Vegetarian;Restaurants;,Chinese;,None,None,None,None,None,None,None
fp5BOcRBS4uPL1QL8vVtbg,Krispy Kreme,"3717 Las Vegas Blvd, Ste 225",Las Vegas,NV,36.108719,-115.1721291,3,18,Food;Donuts;Coffee & Tea;,Coffee & Tea;,,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0
XVA_j7ACtBZ7vx7Hda6eJw,Capriotti's Sandwich Shop,"7440 W Cheyenne, Ste 101",Las Vegas,NV,36.21870801,-115.2590423,3.5,75,Sandwiches;,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
poYsvuOmVDqF4dTnjJ780A,Tiabi Coffee & Waffle,3961 Maryland Pkwy,Las Vegas,NV,36.11664987,-115.1387529,4.5,752,Food;Comfort Food;Bakeries;Coffee & Tea;Desserts;,Bakeries;Restaurants;Coffee & Tea;Juice Bars & Smoothies;Local Flavor;Cafes;,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-18:0,7:0-18:0
pcA3DcjbkkQERU1dbsiSow,Chickpeas Mediterranean Cafe,6110 W Flamingo Rd,Las Vegas,NV,36.1162314,-115.2253751,4,237,,Restaurants;,Mediterranean;Persian/Iranian;Middle Eastern;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,11:0-22:0,11:0-22:0
Ho90V3P89bUtKpr93y-15g,Go Vegan Cafe,"5875 S Rainbow Blvd, Ste 104",Las Vegas,NV,36.0820518,-115.2432648,4,195,Specialty Food;Fruits & Veggies;Comfort Food;Gluten-Free;,Restaurants;Juice Bars & Smoothies;,,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-17:0
ruH7MFlSuDua1SuxupNgMw,The Deli at Eastside Cannery,5255 Boulder Hwy,Las Vegas,NV,36.1079011,-115.0563724,3,4,,Restaurants;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:30,9:0-23:30,9:0-22:0
8fFTJBh0RB2EKG53ibiBKw,Zenaida's Cafe,"3430 E Tropicana Ave, Ste 32",Las Vegas,NV,36.10174061,-115.100359,5,180,,Restaurants;Breakfast & Brunch;,,7:0-15:0,7:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
yIEUQ1MCbvDuGID1h9DDUA,Japan Mini Mart,4447 W Flamingo Rd,Las Vegas,NV,36.11477297,-115.2011432,4.5,12,Specialty Food;Ethnic Food;,Ethnic Food;,,None,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
1P6s9Jk4JJGqwD4tsxmSUQ,7-Eleven,4911 W Spring Mtn,Las Vegas,NV,36.1259304,-115.2084785,3,9,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
WbcN3mkRgoV2RtGMCMVr1w,Subway,"8430 W Farm Rd, Ste 142",Las Vegas,NV,36.2996968,-115.2801641,2.5,17,Fast Food;,Restaurants;Fast Food;,,None,None,None,None,None,None,None
U00_w-9WRddd5R_RGdzA0A,Pizza 9,"3620 E Flamingo Rd, Ste 5",Las Vegas,NV,36.11576527,-115.0963448,4,28,Salad;Sandwiches;Specialty Food;Desserts;Chicken Wings;Pizza;,Restaurants;,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
AN0bWhisCf6LN9eHZ7DQ3w,Los Olivos Ristorante,3759 E Desert Inn Rd,Las Vegas,NV,36.1291778,-115.0924833,4.5,14,,,Italian;,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
S7K37lRlmeFu1WhlgB3zvQ,Oliva Minimart & Cafeteria,"5725 S Pecos Rd, Ste D1",Las Vegas,NV,36.0855815,-115.1014674,4.5,3,Food;Sandwiches;Coffee & Tea;,Coffee & Tea;Juice Bars & Smoothies;Restaurants;,,None,None,None,None,None,None,None
vcM4smunSk2B3ZOJWTk-Rg,Vato Cigars,128 Fremont St,Las Vegas,NV,36.1715474,-115.144279,4.5,58,,Lounges;,,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-1:0,17:0-1:0,17:0-0:0
M51gw2cz_vXarNBLbKkOxQ,The Cracked Egg,6435 S Rainbow Blvd,Las Vegas,NV,36.07204557,-115.2435014,4,490,,Restaurants;,,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-15:0,6:0-15:0
YWvIJ9MKQ7Hn_bLWLKKJig,ABC Stores,3200 Las Vegas Blvd S,Las Vegas,NV,36.127502,-115.172768,4,51,Food;Beer;,,,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-19:30
lzQxNWlUVXJM2uqBeZafaQ,Blizz Frozen Yogurt - Bally's Hotel & Casino,3645 South Las Vegas Blvd,Las Vegas,NV,36.11432186,-115.1708663,3,6,Desserts;Ice Cream & Frozen Yogurt;Food;Creperies;,Restaurants;,,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-23:0
#NAME?,Starbucks,3667 S Las Vegas Blvd,Las Vegas,NV,36.1096948,-115.1701624,2,44,Coffee & Tea;,Coffee & Tea;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
zJtw9HxZNZSEGcI6ees5fw,Island Heat Dinner Show,3300 S Las Vegas Blvd,Las Vegas,NV,36.1245859,-115.1716132,3.5,29,,Restaurants;,American (New);,18:0-20:0,None,None,18:0-20:0,18:0-20:0,18:0-20:0,18:0-20:0
YI08egmS9lWWB6N6MmrePw,Teriyaki Madness,"8520 W Warm Springs Rd, Ste 102",Las Vegas,NV,36.0564145,-115.2781678,4,176,Salad;,Restaurants;,Japanese;Hawaiian;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Lzv68iVkRHstVvW3aXNWkA,Table Thai Bar & Bistro,3130 E Sunset Rd,Las Vegas,NV,36.0719462,-115.1069016,4.5,390,Beer;,Restaurants;,Thai;,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,15:0-0:0,15:0-23:0
r05kbKriZ3Z56Nre1WQIDg,Le Pho Vietnamese Kitchen,"353 Bonneville Ave, Ste 115",Las Vegas,NV,36.164213,-115.14664,4,222,Food;,Restaurants;Bars;,Asian Fusion;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,17:0-22:0,12:0-20:0
peZSKlIlXBaCeEa-Bb6ndw,Wienerschnitzel,2071 Rocksprings Dr,Las Vegas,NV,36.197292,-115.2473946,4,18,Hot Dogs;Sandwiches;,Restaurants;,,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
_W8btpVQSxxk8cVJFMjYHA,Sweet House Cake & Candy Supplies,"7450 W Cheyenne Ave, Ste 112",Las Vegas,NV,36.2190599,-115.2588916,4.5,26,Food;Do-It-Yourself Food;Custom Cakes;Specialty Food;Bakeries;,Bakeries;,,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,None
0oMs2QdhuLW3wYIJIi0wcw,Starbucks,9770 S Maryland Pkwy 10,Las Vegas,NV,36.01096034,-115.1362932,3,79,Coffee & Tea;,Coffee & Tea;,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-22:0,5:0-21:0,5:30-21:0
KyzPvdGPb2ubVlXJrS2QPA,Pizzalicious,5447 S Rainbow Blvd,Las Vegas,NV,36.0900715,-115.2439023,4.5,141,Food;Pizza;Sandwiches;,Restaurants;,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,0:0-0:0,12:0-22:0,12:0-22:0
VRAsO8JBRJxesILjiOjNAQ,Bootleg Benny's,"4705 S Durango Dr, Ste 140",Las Vegas,NV,36.1032073,-115.2794948,4,6,,Bars;,,None,None,None,None,None,None,None
OfRZEOacgbh0f0SnDGI34Q,B Sweet Candy Boutique,"400 S Rampart Blvd, Ste 140",Las Vegas,NV,36.1673206,-115.2868331,4.5,30,Desserts;Food;,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-21:0,10:0-21:0,11:0-18:0
ahbDELrW7CqFbOVePbF5-Q,Burger Stop,4912 S Eastern Ave,Las Vegas,NV,36.0993008,-115.1179154,3,4,,Restaurants;,,None,None,None,None,None,None,None
EGGdngbmVn-MA7i-6qrprw,Nobhill Tavern by Michael Mina,3799 Las Vegas Blvd S,Las Vegas,NV,36.1237328,-115.1490784,4,326,,Restaurants;Bars;,American (New);,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:30-22:30,17:30-22:30,None
b_C8eMdYLmYHDL-U8dVPeg,Pupuseria Cabanas,3375 S Decatur Blvd,Las Vegas,NV,36.128606,-115.208703,2.5,10,Specialty Food;Food;Ethnic Food;,Ethnic Food;,,None,None,None,None,None,None,None
5MzGPxcrSPoWQc_bRmOXoQ,Kopper Keg Lounge,2375 E Torino Ave,Las Vegas,NV,36.0290393,-115.1193516,3,9,,Restaurants;Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
kBRJd804JAu7BDn6pnqGMA,Mack Bros Bakery Cafe,8620 W Cheyenne Ave,Las Vegas,NV,36.2187749,-115.281564,2.5,8,,Restaurants;,,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-15:0,7:0-15:0
2VIbSLTQ1OOo5r9TEEE-Yw,Taqueria Los Reyes,"4777 E Charleston Blvd, Ste 217",Las Vegas,NV,36.15857335,-115.0703573,3.5,3,,,Mexican;,9:0-12:0,9:0-12:0,9:0-12:0,9:0-12:0,9:0-1:0,9:0-1:0,9:0-12:0
oviLltn52sIFHcClcT-BNA,Starbucks,3370 S Hualapai Way,Las Vegas,NV,36.1284285,-115.3144745,3.5,31,Coffee & Tea;,Coffee & Tea;,,5:0-19:0,5:0-19:0,None,5:0-19:0,5:0-19:0,5:30-19:0,6:0-19:0
XQGZB52s_7wBwgrQQQN5kw,Rangoon News-Store,3950 Las Vegas Blvd S,Las Vegas,NV,36.0908614,-115.1750272,3,6,Food;,,,None,None,None,None,None,None,None
